region,n,mean_hostility,median_hostility,pct_high,mean_speed,mean_lanes,mean_width_ft,length_km
Cincinnati (Hamilton Co.),26677,0.3411589223551146,0.2696797520661157,10.818307905686545,27.758556059527805,2.596543839262286,12.016520392359311,6274.5999095075
Northern Kentucky,12249,0.309666088696435,0.17575757575757575,12.401012327536943,30.000816393175217,1.8282308759898767,12.44927536231884,3013.659055163515
