region,n,pct_speed_dot,pct_speed_osm,pct_speed_imputed,pct_lanes_dot,pct_lanes_osm,pct_lanes_imputed,pct_width,pct_sidewalk,pct_bike
Cincinnati (Hamilton Co.),26677,89.00551036473367,2.98384376054279,8.010645874723545,92.70907523334708,3.0738088990516177,4.217115867601304,43.56561832289987,6.275068410990742,7.332158788469469
Northern Kentucky,12249,3.6492774920401665,24.19789370560862,72.15282880235121,3.943179035023267,38.81133153726835,57.245489427708385,3.943179035023267,6.874030533104743,4.163605192260593
